"","eeacellcode","yearmonth","basisofrecord","datasetkey","countrycode","occurrences","isCitizenScience","year","month","Floppy"
"31510","10kmE526N424","1982-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",2,0,1982,7,NA
"31511","10kmE526N424","1982-06","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",3,0,1982,6,NA
"31512","10kmE526N424","1981-08","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",7,0,1981,8,NA
"31513","10kmE526N424","1981-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,1981,7,NA
"31514","10kmE526N424","1953-07","PRESERVED_SPECIMEN","953c46c5-363c-4bcb-a065-86d66f7ffa77","FI",1,0,1953,7,NA
"31515","10kmE526N425","1983-08","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",2,0,1983,8,NA
"31516","10kmE526N425","1982-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,1982,7,NA
"31517","10kmE526N425","1953-07","PRESERVED_SPECIMEN","3e44890f-f821-41a9-b09f-de1d22612db0","FI",1,0,1953,7,NA
"31518","10kmE526N427","1975-07","PRESERVED_SPECIMEN","953c46c5-363c-4bcb-a065-86d66f7ffa77","FI",1,0,1975,7,NA
"31519","10kmE527N415","2023-08","HUMAN_OBSERVATION","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","EE",1,1,2023,8,NA
"31520","10kmE527N415","2016-07","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,2016,7,NA
"31521","10kmE527N415","2015-07","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,2015,7,NA
"31522","10kmE527N415","2015-06","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,2015,6,NA
"31523","10kmE527N415","1982-07","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,1982,7,NA
"31524","10kmE527N415","1961-06","PRESERVED_SPECIMEN","6b5e4c2d-127f-492e-bf1c-2026d515e0de","EE",1,0,1961,6,NA
"31525","10kmE527N419","1993-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","RU",5,0,1993,7,NA
"31526","10kmE527N423","2002-08","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,2002,8,NA
"31527","10kmE527N424","2002-08","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,2002,8,NA
"31528","10kmE527N424","1983-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",2,0,1983,7,NA
"31529","10kmE527N425","1991-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,1991,7,NA
"31530","10kmE527N425","1988-08","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",2,0,1988,8,NA
"31531","10kmE527N425","1986-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",4,0,1986,7,NA
"31532","10kmE527N425","1983-08","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,1983,8,NA
"31533","10kmE527N425","1937-08","PRESERVED_SPECIMEN","953c46c5-363c-4bcb-a065-86d66f7ffa77","FI",1,0,1937,8,NA
"31534","10kmE527N426","2023-08","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,2023,8,NA
"31535","10kmE527N426","1989-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,1989,7,NA
"31536","10kmE527N426","1988-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,1988,7,NA
"31537","10kmE527N426","1984-08","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",2,0,1984,8,NA
"31538","10kmE527N427","2010-10","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,2010,10,NA
"31539","10kmE527N427","1973-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,1973,7,NA
"31540","10kmE527N427","1967-08","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,1967,8,NA
"31541","10kmE528N169","2023-05","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GR",1,1,2023,5,NA
"31542","10kmE528N169","2012-04","PRESERVED_SPECIMEN","0afba960-be3b-4202-a7de-736ae05aec9e","GR",1,0,2012,4,NA
"31543","10kmE528N170","2019-05","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","GR",1,1,2019,5,NA
"31544","10kmE528N183","1991-05","PRESERVED_SPECIMEN","85714c48-f762-11e1-a439-00145eb45e9a","GR",1,0,1991,5,NA
"31545","10kmE528N415","2016-09","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,2016,9,NA
"31546","10kmE528N415","2016-07","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,2016,7,NA
"31547","10kmE528N415","2015-07","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,2015,7,NA
"31548","10kmE528N415","2015-06","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,2015,6,NA
"31549","10kmE528N415","2004-07","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,2004,7,NA
"31550","10kmE528N415","1982-07","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,1982,7,NA
"31551","10kmE528N425","2002-08","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,2002,8,NA
"31552","10kmE528N425","1990-08","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,1990,8,NA
"31553","10kmE528N426","1984-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",5,0,1984,7,NA
"31554","10kmE528N426","1966-06","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,1966,6,NA
"31555","10kmE528N427","2000-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,2000,7,NA
"31556","10kmE528N427","1997-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,1997,7,NA
"31557","10kmE528N427","1991-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,1991,7,NA
"31558","10kmE528N427","1985-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,1985,7,NA
"31559","10kmE528N427","1984-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",2,0,1984,7,NA
"31560","10kmE528N427","1982-09","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",2,0,1982,9,NA
"31561","10kmE528N427","1967-08","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,1967,8,NA
"31562","10kmE528N427","1966-06","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,1966,6,NA
"31563","10kmE528N427","1965-10","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","FI",1,0,1965,10,NA
"31564","10kmE529N415","2018-08","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,2018,8,NA
"31565","10kmE529N415","2016-06","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,2016,6,NA
"31566","10kmE529N415","1982-07","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,1982,7,NA
"31567","10kmE529N416","1982-07","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,1982,7,NA
"31568","10kmE529N428","1935-07","PRESERVED_SPECIMEN","33484712-7b85-4cf5-9a98-5af51f44c255","RU",1,0,1935,7,NA
"31569","10kmE530N171","2023-05","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","GR",3,1,2023,5,NA
"31570","10kmE530N172","2019-11","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GR",1,1,2019,11,NA
"31571","10kmE530N416","2015-07","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,2015,7,NA
"31572","10kmE530N416","1961-08","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,1961,8,NA
"31573","10kmE530N421","1993-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","RU",1,0,1993,7,NA
"31574","10kmE530N422","2017-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2017,8,NA
"31575","10kmE530N422","1993-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","RU",2,0,1993,7,NA
"31576","10kmE530N423","1993-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","RU",1,0,1993,7,NA
"31577","10kmE531N174","2015-04","PRESERVED_SPECIMEN","e73369d9-fa93-47f9-932c-e101b6dd8507","GR",1,0,2015,4,NA
"31578","10kmE531N174","2015-04","MATERIAL_SAMPLE","e73369d9-fa93-47f9-932c-e101b6dd8507","GR",6,0,2015,4,NA
"31579","10kmE531N174","2007-06","PRESERVED_SPECIMEN","834a4794-f762-11e1-a439-00145eb45e9a","GR",1,0,2007,6,NA
"31580","10kmE531N175","2023-05","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","GR",2,1,2023,5,NA
"31581","10kmE531N175","2015-04","MATERIAL_SAMPLE","e73369d9-fa93-47f9-932c-e101b6dd8507","GR",1,0,2015,4,NA
"31582","10kmE531N415","2019-09","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,2019,9,NA
"31583","10kmE531N415","1932-07","PRESERVED_SPECIMEN","5c3dbe27-ca42-4beb-8263-d16e7d238c4d","EE",1,0,1932,7,NA
"31584","10kmE531N422","1993-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","RU",1,0,1993,7,NA
"31585","10kmE531N423","1993-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","RU",1,0,1993,7,NA
"31586","10kmE532N169","2022-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GR",2,1,2022,8,NA
"31587","10kmE532N174","2023-05","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GR",1,1,2023,5,NA
"31588","10kmE532N174","2023-04","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","GR",1,1,2023,4,NA
"31589","10kmE532N174","2016-05","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GR",1,1,2016,5,NA
"31590","10kmE532N174","2015-04","MATERIAL_SAMPLE","e73369d9-fa93-47f9-932c-e101b6dd8507","GR",6,0,2015,4,NA
"31591","10kmE532N174","2007-06","PRESERVED_SPECIMEN","834c9918-f762-11e1-a439-00145eb45e9a","GR",1,0,2007,6,NA
"31592","10kmE532N175","2023-05","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","GR",1,1,2023,5,NA
"31593","10kmE532N175","2015-04","MATERIAL_SAMPLE","e73369d9-fa93-47f9-932c-e101b6dd8507","GR",1,0,2015,4,NA
"31594","10kmE532N176","2022-03","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GR",1,1,2022,3,NA
"31595","10kmE532N415","2015-07","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,2015,7,NA
"31596","10kmE532N415","1975-09","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,1975,9,NA
"31597","10kmE532N415","1971-08","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,1971,8,NA
"31598","10kmE532N416","1982-07","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,1982,7,NA
"31599","10kmE532N416","1961-08","PRESERVED_SPECIMEN","6b5e4c2d-127f-492e-bf1c-2026d515e0de","EE",1,0,1961,8,NA
"31600","10kmE532N416","1929-07","PRESERVED_SPECIMEN","6b5e4c2d-127f-492e-bf1c-2026d515e0de","EE",1,0,1929,7,NA
"31601","10kmE532N416","1879-07","PRESERVED_SPECIMEN","5c3dbe27-ca42-4beb-8263-d16e7d238c4d","EE",1,0,1879,7,NA
"31602","10kmE532N422","1993-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","RU",2,0,1993,7,NA
"31603","10kmE532N423","1993-07","HUMAN_OBSERVATION","f2e389da-39c3-4f21-8d72-b7d574d924a9","RU",1,0,1993,7,NA
"31604","10kmE533N416","2022-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","EE",1,1,2022,7,NA
"31605","10kmE533N416","2015-07","HUMAN_OBSERVATION","f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e","EE",1,1,2015,7,NA
"31606","10kmE533N416","1961-08","PRESERVED_SPECIMEN","6b5e4c2d-127f-492e-bf1c-2026d515e0de","EE",1,0,1961,8,NA
"31607","10kmE533N417","2019-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2019,8,NA
"31608","10kmE533N417","1961-08","PRESERVED_SPECIMEN","6b5e4c2d-127f-492e-bf1c-2026d515e0de","EE",1,0,1961,8,NA
"31609","10kmE533N419","2023-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2023,9,NA
"31610","10kmE533N419","2023-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2023,8,NA
"31611","10kmE533N419","2022-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2022,8,NA
"31612","10kmE533N419","2020-10","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2020,10,NA
"31613","10kmE533N427","2023-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2023,7,NA
"31614","10kmE533N427","2021-10","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",2,1,2021,10,NA
"31615","10kmE534N177","2022-04","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GR",1,1,2022,4,NA
"31616","10kmE534N177","2013-04","PRESERVED_SPECIMEN","85727f1e-f762-11e1-a439-00145eb45e9a","GR",1,0,2013,4,NA
"31617","10kmE534N421","2021-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2021,8,NA
"31618","10kmE534N426","2006-10","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2006,10,NA
"31619","10kmE534N427","2022-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2022,9,NA
"31620","10kmE534N427","2020-07","HUMAN_OBSERVATION","28b85661-dc35-4dfc-acb3-6f0dc34ee716","RU",1,0,2020,7,NA
"31621","10kmE535N163","2022-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","GR",1,1,2022,8,NA
"31622","10kmE535N165","2015-05","MATERIAL_SAMPLE","e73369d9-fa93-47f9-932c-e101b6dd8507","GR",12,0,2015,5,NA
"31623","10kmE535N167","2015-05","PRESERVED_SPECIMEN","e73369d9-fa93-47f9-932c-e101b6dd8507","GR",1,0,2015,5,NA
"31624","10kmE535N167","2015-05","MATERIAL_SAMPLE","e73369d9-fa93-47f9-932c-e101b6dd8507","GR",15,0,2015,5,NA
"31625","10kmE535N176","2017-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GR",1,1,2017,9,NA
"31626","10kmE535N177","2021-05","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GR",1,1,2021,5,NA
"31627","10kmE535N177","2020-05","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GR",1,1,2020,5,NA
"31628","10kmE535N426","2020-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2020,8,NA
"31629","10kmE536N161","2015-05","MATERIAL_SAMPLE","e73369d9-fa93-47f9-932c-e101b6dd8507","GR",10,0,2015,5,NA
"31630","10kmE536N161","2015-05","PRESERVED_SPECIMEN","e73369d9-fa93-47f9-932c-e101b6dd8507","GR",1,0,2015,5,NA
"31631","10kmE536N162","2021-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GR",2,1,2021,7,NA
"31632","10kmE536N165","2015-05","MATERIAL_SAMPLE","e73369d9-fa93-47f9-932c-e101b6dd8507","GR",2,0,2015,5,NA
"31633","10kmE536N165","2015-05","PRESERVED_SPECIMEN","e73369d9-fa93-47f9-932c-e101b6dd8507","GR",1,0,2015,5,NA
"31634","10kmE536N426","2023-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",2,1,2023,8,NA
"31635","10kmE536N426","2020-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2020,8,NA
"31636","10kmE536N426","2020-08","HUMAN_OBSERVATION","28b85661-dc35-4dfc-acb3-6f0dc34ee716","RU",1,0,2020,8,NA
"31637","10kmE536N426","2020-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2020,7,NA
"31638","10kmE536N426","2020-07","HUMAN_OBSERVATION","28b85661-dc35-4dfc-acb3-6f0dc34ee716","RU",1,0,2020,7,NA
"31639","10kmE537N422","1993-07","PRESERVED_SPECIMEN","902c8fe7-8f38-45b0-854e-c324fed36303","RU",1,0,1993,7,NA
"31640","10kmE537N423","2022-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2022,8,NA
"31641","10kmE537N423","2021-08","HUMAN_OBSERVATION","28b85661-dc35-4dfc-acb3-6f0dc34ee716","RU",1,0,2021,8,NA
"31642","10kmE537N423","2021-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2021,8,NA
"31643","10kmE537N423","2020-07","HUMAN_OBSERVATION","28b85661-dc35-4dfc-acb3-6f0dc34ee716","RU",1,0,2020,7,NA
"31644","10kmE537N423","2020-04","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","RU",1,0,2020,4,NA
"31645","10kmE537N423","2019-08","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","RU",1,0,2019,8,NA
"31646","10kmE537N424","2023-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",2,1,2023,8,NA
"31647","10kmE537N426","2023-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2023,9,NA
"31648","10kmE538N197","1986-05","PRESERVED_SPECIMEN","84b18cce-083a-4464-bee8-25b2083a17cd","GR",2,0,1986,5,NA
"31649","10kmE538N201","2019-05","PRESERVED_SPECIMEN","85714c48-f762-11e1-a439-00145eb45e9a","GR",1,0,2019,5,NA
"31650","10kmE538N422","1995-08","PRESERVED_SPECIMEN","902c8fe7-8f38-45b0-854e-c324fed36303","RU",1,0,1995,8,NA
"31651","10kmE538N424","2021-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2021,9,NA
"31652","10kmE538N424","2021-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2021,8,NA
"31653","10kmE539N163","1995-06","PRESERVED_SPECIMEN","7f5260c2-f762-11e1-a439-00145eb45e9a","GR",1,0,1995,6,NA
"31654","10kmE539N197","2021-06","HUMAN_OBSERVATION","7a3679ef-5582-4aaa-81f0-8c2545cafc81","GR",1,0,2021,6,NA
"31655","10kmE539N197","1891-08","PRESERVED_SPECIMEN","aab0cf80-0c64-11dd-84d1-b8a03c50a862","GR",2,0,1891,8,NA
"31656","10kmE539N200","2009-03","PRESERVED_SPECIMEN","85714c48-f762-11e1-a439-00145eb45e9a","GR",1,0,2009,3,NA
"31657","10kmE539N200","2008-10","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GR",1,1,2008,10,NA
"31658","10kmE539N424","2023-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2023,8,NA
"31659","10kmE539N424","2022-10","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2022,10,NA
"31660","10kmE539N424","2021-10","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2021,10,NA
"31661","10kmE539N424","2021-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2021,7,NA
"31662","10kmE539N424","2014-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2014,9,NA
"31663","10kmE539N427","2023-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2023,8,NA
"31664","10kmE539N427","2022-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2022,8,NA
"31665","10kmE540N162","2023-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GR",1,1,2023,9,NA
"31666","10kmE540N179","2015-06","MATERIAL_SAMPLE","e73369d9-fa93-47f9-932c-e101b6dd8507","GR",2,0,2015,6,NA
"31667","10kmE540N179","2015-06","PRESERVED_SPECIMEN","e73369d9-fa93-47f9-932c-e101b6dd8507","GR",1,0,2015,6,NA
"31668","10kmE540N179","1971-05","PRESERVED_SPECIMEN","aab0cf80-0c64-11dd-84d1-b8a03c50a862","GR",1,0,1971,5,NA
"31669","10kmE540N196","2017-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","GR",1,1,2017,6,NA
"31670","10kmE540N202","2023-05","HUMAN_OBSERVATION","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","GR",1,1,2023,5,NA
"31671","10kmE540N202","2018-05","HUMAN_OBSERVATION","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","GR",1,1,2018,5,NA
"31672","10kmE540N202","2016-05","HUMAN_OBSERVATION","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","GR",1,1,2016,5,NA
"31673","10kmE540N202","2003-04","PRESERVED_SPECIMEN","85714c48-f762-11e1-a439-00145eb45e9a","GR",1,0,2003,4,NA
"31674","10kmE540N424","2023-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",2,1,2023,9,NA
"31675","10kmE540N424","2023-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",7,1,2023,8,NA
"31676","10kmE540N424","2023-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",3,1,2023,7,NA
"31677","10kmE540N424","2022-10","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",3,1,2022,10,NA
"31678","10kmE540N424","2022-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2022,9,NA
"31679","10kmE540N424","2022-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2022,8,NA
"31680","10kmE540N424","2022-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2022,7,NA
"31681","10kmE540N424","2020-08","HUMAN_OBSERVATION","28b85661-dc35-4dfc-acb3-6f0dc34ee716","RU",3,0,2020,8,NA
"31682","10kmE540N424","1947-08","PRESERVED_SPECIMEN","902c8fe7-8f38-45b0-854e-c324fed36303","RU",1,0,1947,8,NA
"31683","10kmE540N425","2023-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2023,9,NA
"31684","10kmE540N425","2023-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",3,1,2023,7,NA
"31685","10kmE540N425","2022-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",2,1,2022,9,NA
"31686","10kmE540N425","2021-10","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","RU",1,0,2021,10,NA
"31687","10kmE540N425","2020-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2020,8,NA
"31688","10kmE540N427","2023-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2023,9,NA
"31689","10kmE540N427","2023-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2023,8,NA
"31690","10kmE540N427","2023-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",2,1,2023,7,NA
"31691","10kmE540N427","2022-10","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2022,10,NA
"31692","10kmE540N427","2022-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2022,7,NA
"31693","10kmE540N427","2021-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2021,9,NA
"31694","10kmE540N427","2021-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2021,8,NA
"31695","10kmE540N427","2021-06","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2021,6,NA
"31696","10kmE540N427","2020-10","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2020,10,NA
"31697","10kmE540N427","2020-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2020,9,NA
"31698","10kmE540N427","2020-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","RU",1,1,2020,8,NA
